IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt7221090,Gore,"1,477",,\N,Movie,United States of America,English,"A young man spends a summer in Italy where he meets his idol, Gore Vidal, who teaches him about life, love, and politics.","A young man spends a summer in Italy where he meets his idol, Gore Vidal, who teaches him about life, love, and politics.",,,Drama
tt2124787,Final Girl,"1,478",,84,Movie,Canada,English,A man teaches a young woman how to become a complete weapon. Later she is approached by a group of sadistic teens who kill blonde women for unknown reasons. The hunting season begins.,"A cute, shy, young girl is new to town, and looks to be the perfect, easily-duped target for a group of boys who want to use her as the final test in their murder game. Little do they know, she is skilled in areas they cannot imagine, and has a test of her own she decides to pursue.",4.7,15098,"Horror,Thriller"
tt2314952,Comedians in Cars Getting Coffee,"1,479",85,20,TV Series,United States of America,English,"Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.","Jerry Seinfeld is joined by friends for a cup of coffee and a drive in a classic car, sharing stories all along the way.",8.1,11314,"Animation,Comedy,Family"
tt9724628,Get Even,"1,480",10,28,TV Series,United Kingdom,English,It follows four teenage girls at private elite school who form their own secret society to expose bullies.,It follows four teenage girls at private elite school who form their own secret society to expose bullies.,6.5,1718,"Crime,Drama,Thriller"
tt10933680,The Debt Collector 2,"1,481",,97,Movie,United States of America,English,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin. -Samuel Goldwyn Films-","Debt collectors French and Sue get to work doing what they do best _ cracking skulls and breaking bones _ as they chase down the various lowlifes who owe money to their boss, Tommy. They're summoned to Las Vegas to collect from a dirty casino owner, who happens to be a vicious ex-lover of Sue's. Meanwhile, a notorious drug kingpin is on the warpath to kill French and Sue to avenge his brother's death. Facing danger from all angles, the pair will have no other choice but to fight their way out of an explosively dangerous situation. —mehradkins",5.8,3412,"Action,Comedy"
tt9130542,Romaenseuneun Byulchaekboorok,"1,482",16,62,TV Series,South Korea,Korean,Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company. He has a calm demeanor and remains reasonable at work. He then becomes involved in the life of his childhood f... Read all,"Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company. He has a calm demeanor and remains reasonable at work. He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other's life more than often, a love story begins to unfold.",8.1,3490,Romance
tt13610562,The Bubble,"1,483",,\N,Movie,United States of America,-,Follows a group of actors and actresses stuck inside a pandemic bubble at a hotel attempting to complete a film.,Follows a group of actors and actresses stuck inside a pandemic bubble at a hotel attempting to complete a film.,,,Comedy
tt9877170,Malang - Unleash the Madness,"1,484",,135,Movie,India,Hindi,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Mich... Read all","Advait (Aditya Roy Kapoor), a young introvert, visits Goa where he meets Sara (Disha Patani), a free-spirited girl from London who has come to India for the first time to live life unshackled, like a vagabond (Malang). Extreme opposites of each other, they both live it up together. All goes well until life turns upside down. Five years later, this incident circles back to SHO Agashe (Anil Kapoor), vigilante killer cop and Michael Rodrigues (Kunal Kemmu), a righteous cop. What is the connection between Advait, Sara, Agashe and Michael? Malang answers all these questions.",6.5,8943,"Action,Crime,Drama"
tt4439120,Riaru onigokko,"1,485",,85,Movie,Japan,Japanese,A girl's life cascades into chaos as everyone around her suffers a gruesome fate while she becomes less certain of who she is and her once-once normal.,"As the sole survivor of a horrendous and rather mysterious accident, Mitsuko, a typical Japanese teenager, can safely say that her day has got off to a bad start. It seems that an unstoppable force of nature, a doomed field trip, and a strange case of amnesia can easily coexist in a bizarre parallel universe, where a desperate Mitsuko is always on the run from something inexplicable, intangible, and utterly deadly. However, that's not all. Amid piles of fresh dead bodies, mounds of scorching bullet shells, and rivulets of fragrant young blood, frail Mitsuko must fight to stay alive, before her already messed up day becomes even stranger. But, the question still remains. Who is the enemy? —Nick Riganas",6.1,5855,"Action,Drama,Fantasy"
tt10508838,Zheng tu,"1,486",,110,Movie,China,Mandarin,"Seeing the neighboring country become more and more powerful, a warlord organizes a competition to reveal the best warriors. A young man is eager to bring honour to his clan.","In a fictional universe comprising ten nations. Seeing the neighboring country become more and more powerful, a warlord organizes a competition to reveal the best warriors. Hearing the news, Dong Yilong, a valiant young villager decides to take up the challenge despite the doubts of his village. So begins the journey .",6.1,3346,"Action,Adventure,Fantasy"
tt6987788,Nailed It!,"1,487",33,33,TV Series,United States of America,English,"Home bakers with a terrible track record take a crack at re- creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.","Home bakers with a terrible track record take a crack at re- creating edible masterpieces for a $10,000 prize. It's part reality contest, part hot mess.",7.4,4016,Reality-TV
tt13057984,The Platform,"1,488",28,45,TV Series,United Arab Emirates,Arabic,"A War sparks with a piece of information. The programmer genius Karam El Sayed eventful youth has left him in disbelief of people and their view of the truth. To ensure the accuracy of facts, he creates with his partner ... Read all","A War sparks with a piece of information. The programmer genius Karam El Sayed eventful youth has left him in disbelief of people and their view of the truth. To ensure the accuracy of facts, he creates with his partner Naseer an AI internet portal called the platform, which becomes an international success at truth-finding based in Abu Dhabi. But when Karam finally succeeds and feels free. He gets drawn back into his old world to find his family in an even worse condition. Karam is drawn into a quest for his brother Adam who got involved with a criminal extremist group to find himself in an open encounter. Naseer and Karam realize that the only way to get Adam back is to expose the organization leaders' files and destroy them, whatever the cost. —Hozan Akko / Rodrigo Kirchner",7,213,Drama
tt11053426,Life in Colour,"1,489",3,59,TV Mini Series,Australia,English,Exploring the many ways animals use colour throughout their lives.,Exploring the many ways animals use colour throughout their lives.,8.3,1781,Documentary
tt3387266,A United Kingdom,"1,490",,111,Movie,Czech Republic,Tswana,"The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","In the late 1940s, Prince Seretse Khama of Bechuanaland is studying law in Britain in preparation for his eventual ascension to the throne. There, the dashing prince falls in love with a white British clerk, Ruth Williams, and they plan to marry. While they suspect that his uncle, the Regent, would disapprove, nothing prepares them for the diplomatic firestorm and domestic political tumult their defiant love would spark. Now facing a citizenry leery of a white Briton as their Queen, the international opposition is even more unyielding from the British holding their land as a protectorate and fearful of South Africa's racist backlash to this affront to their apartheid domination. Against all odds, King Khama and Ruth must struggle to maintain their love and help their people in a land that would become the Republic of Botswana. —Kenneth Chisholm (kchishol@rogers.com)",6.9,15104,"Biography,Drama,History"
tt4148744,PJ Masks,"1,491",111,24,TV Series,France,French,"When young friends Connor, Amaya, and Greg put on their pajamas and activate their animal amulets, they turn into their alter egos: Catboy, Owlette, and Gekko as they embark on adventures that are filled with action.","Three children become superheroes at night. During the school day a problem arises, and during the night the culprit is found by the PJ Masks and the problem gets solved by sharing ideas, recognizing strengths and weaknesses, and the ability of working together to get the problem solved. Everything is made right for the children the next day thanks to the PJ Masks. Because bedtime is the right time to fight crime. —Stacey Parnell",5.5,973,"Action,Adventure,Animation"
tt2275743,"Berlin, I Love You","1,492",,120,Movie,Germany,English,"Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature film is made of ten stories of romance set in the German capital.","Latest installment of the Cities of Love series (Paris, je t'aime / New York, I Love You / Rio, Eu Te Amo), this collective feature film is made of ten stories of romance set in the German capital.",4.6,2719,"Drama,Romance"
tt11617848,50M2,"1,493",8,45,TV Series,Turkey,Turkish,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.","After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",7,4424,"Comedy,Drama,Thriller"
tt4669264,Beirut,"1,494",,110,Movie,United States of America,English,"Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","Mason Skiles had a great life as a diplomat in Beirut. He and his wife, Nadia, live in a beautiful house and have been mentoring a thirteen year-old Palestinian boy named Karim. The opening scene is a party that the Stiles are hosting for other dignitaries. Karim is helping out serving the guests. When a CIA friend of Mason, Cal, comes to the party he is interested only in taking Karim in for questioning about an older brother Mason doesn't know about. What happens that night changes Mason's life forever, along several others at the party...",6.5,19759,"Action,Crime,Drama"
tt3530002,The Night Before,"1,495",,101,Movie,United States of America,English,"On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.","Ethan (Joseph Gordon-Levitt), Isaac (Seth Rogen), and Chris (Anthony Mackie) have been friends since childhood, and for a decade, their yearly Christmas Eve reunion has been an annual night of debauchery and hilarity. Now that they're entering adulthood, the tradition is ending, and to make it as memorable as possible, they set out to find the Nutcracka Ball--the Holy Grail of Christmas parties. —Sony Pictures Entertainment",6.4,67952,"Comedy,Fantasy"
tt10525672,Serebryanye konki,"1,496",,130,Movie,Russia,Russian,"The 20th century is just around the corner. In winter, St. Petersburg transforms into a fairy tale-like wonderland where frozen rivers and canals serve as the iced-over roads and bustle with skaters and markets. The city... Read all","The 20th century is just around the corner. In winter, St. Petersburg transforms into a fairy tale-like wonderland where frozen rivers and canals serve as the iced-over roads and bustle with skaters and markets. The city is home to 18-year-old Matvey who works as an ice-skating delivery boy at a local bakery. The son of a poor lamplighter, his only treasure is a pair of silver-plated skates he inherited from his father. When he is unjustly fired he joins a gang of pickpockets who work the canals, led by the revolutionary-minded Alex. Meanwhile, a high-ranking official's daughter Alisa feels like a prisoner in her father's mansion. She dreams of studying science which goes against her father's conservative views on a woman's role in society. One day their paths cross.",6.6,437,"Adventure,Drama,Family"
tt8236556,Alhambeura Goongjeonui Chooeok,"1,497",16,60,TV Series,South Korea,Korean,"After suffering a setback following a friend's betrayal Yoo Jin Woo travels to Spain on a business. There, he stays at an old hostel owned by a former classical guitarist Jung Hee Joo. The two get entangled in a mysterio... Read all","After receiving an email regarding a groundbreaking AR game about medieval battles in Alhambra, Yoo Jin-woo, CEO of an investment company that specializes in optical devices, travels to Granada, Spain to meet the creator of the game, Jung Se-joo. However, Se-joo is missing and there, he meets his sister Jung Hee-joo, owner of the hostel he stays in and a former guitarist. Both get entangled in a mysterious incidents, and the border between the real world and the AR world built by Se-joo begins to blur.",7.8,4155,"Drama,Romance,Sci-Fi"
tt5129682,King Cobra,"1,498",,91,Movie,United States of America,English,"Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.","This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart (a.k.a. Brent Corrigan) before his falling out with the producer who made him famous. When Sean decides he'd be better off as a free agent, a cash-strapped pair of rival producers aim to cash in by any means possible.",5.6,8438,"Crime,Drama"
tt6485666,Mersal,"1,499",,172,Movie,India,Tamil,A magician and a doctor attempt to expose the corruption at the heart of India's medical industry.,"Maaran, a sincere doctor who fights against corruption and Vettri a magician who is out for a revenge. Both of them are estranged brothers and once they come together, they get to know about their common enemy, Daniel, who had killed their father and mother.",7.8,29684,"Action,Thriller"
tt6752992,Lazzaro felice,"1,500",,128,Movie,Italy,Italian,An unceasingly kind Italian peasant and his family are blatantly exploited by a tobacco baroness.,"This is the tale of a meeting between Lazzaro, a young peasant so good that he is often mistaken for simple-minded, and Tancredi, a young nobleman cursed by his imagination. Life in their isolated pastoral village Inviolata is dominated by the terrible Marchesa Alfonsina de Luna, the queen of cigarettes. A loyal bond is sealed when Tancredi asks Lazzaro to help him orchestrate his own kidnapping. This strange and improbable alliance is a revelation for Lazzaro. A friendship so precious that it will travel in time and transport Lazzaro in search of Tancredi. His first time in the big city, Lazzaro is like a fragment of the past lost in the modern world.",7.5,16206,"Drama,Fantasy"
tt0060665,A Man for All Seasons,"1,501",,120,Movie,United Kingdom,English,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","The story takes place in sixteenth century England. But men like Sir Thomas More, who love life yet have the moral fiber to lay down their lives for their principles, are found in every century. Concentrating on the last seven years of the English Chancellor's life, the struggle between More and King Henry VIII hinges on Henry's determination to break with Rome so he can divorce his current wife and wed again, and good Catholic More's inability to go along with such heresy. More resigns as Chancellor, hoping to be able to live out his life as a private citizen. But Henry will settle for nothing less than that the much respected More give public approval to his headstrong course. —alfiehitchie",7.7,32194,"Biography,Drama,History"
tt2937366,Little Evil,"1,502",,94,Movie,United States of America,English,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.","Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",5.7,19510,"Comedy,Horror"
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny","1,503",,96,Movie,China,English,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.","Still mourning the death of Li Mu Bai, Yu Shu Lien returns to safeguard his sword, the Green Destiny. Hades Dai, an underground warlord, sends his lieutenants to steal the sword , with plans to dominate the martial world. A young mysterious swords-woman and the hero with a past, Silent Wolf , comes to Shu Lien's aid, together with a disparate band of warriors who still believe in the iron way of honor. —K H Boey",6.1,18293,"Action,Adventure,Drama"
tt9701942,Fear Street 3,"1,504",,\N,Movie,United States of America,English,The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,,,"Horror,Mystery"
tt10914452,Il legame,"1,505",,93,Movie,Italy,Italian,"While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.","While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.",4.7,3011,"Drama,Horror,Thriller"
tt4273292,Under the Shadow,"1,506",,84,Movie,United Kingdom,Persian,"As a mother and daughter struggle to cope with the terrors of the post-revolution, war-torn Tehran of the 1980s, a mysterious evil begins to haunt their home.","In the 80's, during the war between the Islamic post-revolutionary Iran and Iraq, the former leftist medical student Shideh tries to return to the university but is barred by the dean. The upset Shideh returns home and when her husband Dr. Iraj is assigned to work in a war zone, she refuses to move to his parent's house with their daughter Dorsa. Shideh prefers to stay in her apartment with Dorsa, who loves her doll Kimia and has constant fever. Dorsa is afraid of demoniac Djinns and when Shideh asks who told her about the legend, she tells that her friend that lives downstairs. Shideh visits her neighbor and asks his mother to tell her son to not tell horror stories to Dorsa and she learns that the boy is mute. Then Kimia and Shideh's Jane Fonda workout tape disappear. When a missile strikes their building, the neighbors decide to leave Tehran, but Shideh stays in the apartment with Dorsa, who is increasingly disturbed. Soon Shideh reads about Djinns and finds that there is an evil entity in the apartment. Further she must find Kimia; otherwise Dorsa will be in danger since the Djinn will be attached to her. —Claudio Carvalho, Rio de Janeiro, Brazil",6.9,25227,"Drama,Fantasy,Horror"
tt10883506,Yangguang puzhao,"1,507",,156,Movie,Taiwan,Mandarin,"A family of four fractures under the weight of unmet expectations, unexpected tragedy, and uncompromising pride.","A Sun follows a troubled family of four. A-Ho, the younger son, has always been a problematic child, and his father, A-Wen has invested all his hopes and expectations in his introverted eldest son, A-Hao. While A-Hao is trying to get into medical school, A-Ho faces juvenile detention for a crime committed with his best friend - although not entirely of his own will. A-Wen abandons A-Ho, refusing to help and even requesting the judge to sentence his son as harshly as possible. Not long after A-Ho is sent to prison, to make matters worse, his girlfriend shows up on his mother Qin's doorstep. The teenage girl is pregnant and determined to have A-Ho's child, even though he is locked up and has no idea she is expecting. —Toronto International Film Festival",7.6,6153,"Crime,Drama"
tt13987620,Murder Among the Mormons,"1,508",3,160,TV Mini Series,United States of America,English,High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.,High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.,7,4511,"Crime,Documentary,History"
tt3799372,6 Years,"1,509",,79,Movie,United States of America,English,"A young couple, bound by a seemingly ideal love, begin to unravel as unexpected opportunities spin them down a volatile and violent path and threaten the future they had always imagined.","A romantic drama centering around unforeseen circumstances, 6 Years is a tale about Melanie (Taissa Farmiga) and Dan (Ben Rosenfield), a young couple in love whose relationship begins to fracture. Close friends since childhood, the pair's connection is tested when Dan receives an enviable job offer from a record company. Forced to choose between his love for Melanie and his dream job, Dan's decisions prove to affect the future of both young lovers irrevocably. 6 Years is written and directed by Hannah Fidell.",5.6,11914,"Drama,Romance"
tt10795574,A Suitable Boy,"1,510",7,60,TV Series,United Kingdom,English,"A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.","A vast, panoramic tale charting the fortunes of four large families and exploring India and its rich and varied culture at a crucial point in its history.",5.7,4402,"Drama,Romance"
tt1639084,Tallulah,"1,511",,111,Movie,United States of America,English,"Desperate to be rid of her toddler, a dissatisfied Manhattan housewife hires a stranger to babysit and ends up getting much more than she bargained for.","An intelligent but feral girl's boyfriend leaves unexpectedly causing her to search for him at his estranged mother's home. The two women begin to bond, finding supportive friendship in each other's troubled lives, changing their outlook forever. —Justin Goring",6.7,18987,"Comedy,Drama,Romance"
tt1547234,Premium Rush,"1,512",,91,Movie,United States of America,English,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","Wilee is one of 1,500 bike couriers in Manhattan who rides on the edge by having a bike with no brakes. On this day, Wilee has a delivery that is so valuable that a corrupt NYC Detective, who needs the money, begins to chase Wilee throughout the city to get it before the envelope is delivered. —Douglas Young (the-Movie-guy)",6.5,110979,"Action,Crime,Thriller"
tt7573024,Creeped Out,"1,513",23,30,TV Series,United Kingdom,English,"Creeped Out is a series of spellbinding, enchanting and intriguing tales. Each episode is a different story set in a different place and time, with different characters exploring their way through the unexplained.","Creeped Out is a series of spellbinding, enchanting and intriguing tales. Each episode is a different story set in a different place and time, with different characters exploring their way through the unexplained.",6.6,1500,"Drama,Family,Fantasy"
tt10262630,Extracurricular,"1,514",10,50,TV Series,South Korea,Korean,A model high school student who's steeped in a world of serious crime finds his double life upended when a classmate takes an interest in his secret.,"It is a story of high school students who become tangled in a series of conflicts and events that challenge human values and morality. Jisoo (Kim Dong-Hee) is a model high school student. To pay for his university tuition fee, he makes a bad choice. This leads to a serious crime that takes place. Minhee (Jung Da-Bin) and Gyuri (Park Joo-Hyun) attend the same high school as Jisoo and they get involved in Jisoo's crime.",7.7,3289,"Crime,Drama"
tt2393845,Kill Me Three Times,"1,515",,90,Movie,United States of America,English,"Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.",5.9,21812,"Action,Comedy,Crime"
tt10696784,The Harder They Fall,"1,516",,\N,Movie,United States of America,English,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge in this Western.","When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge in this Western.",,,"Drama,Western"
tt5514358,Steins;Gate 0,"1,517",24,30,TV Series,Japan,Japanese,Mad scientist Okabe struggles to recover from past failure and tests a new artificial intelligence,"An alternate ending to Steins;Gate that leads with the eccentric mad scientist Okabe, struggling to recover from a failed attempt at rescuing Kurisu. He decides to give up and abandons his lively scientist alter ego, in pursuit to forget the past. When all seems to be normal, he is seemingly pulled back into the past by meeting an acquaintance of Kurisu, who tells him that they have begun testing a device that stores the memory of a human and creates a simulation of them with their characteristics and personalities. Okabe begins testing and finds out that the simulation of Kurisu has brought back anguish and some new unexpected tragedies.",8.4,6215,"Animation,Drama,Mystery"
tt10619486,Zero,"1,518",8,27,TV Series,Italy,Italian,"A teen with the power of invisibility is dragged into a small-time criminal's quest to rule the neighborhood, and gets to know a mysterious art student.","Omar is a young man who works in a pizzeria and through his work meets a rich girl Anna and falls in love with her. Omar, having many financial problems and seeing how much injustice exists around him, decides to use his ability to become invisible to change the economic balance in his area. —CineMoviez",5.6,913,"Action,Comedy,Drama"
tt5360952,The Hurricane Heist,"1,519",,103,Movie,United Kingdom,American Sign Language,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,"In 1992 Alabama, Will and Breeze Rutledge are evacuating from the destructive Category 5 Hurricane Andrew with their dad. However, their truck gets stuck after avoiding a toppling tree in front of them and they are forced to take refuge in a nearby house. While trying to save the truck from blowing away, strong winds blow a water tank loose and it crushes their dad, killing him. In present day, another destructive hurricane named Tammy approaches the town in Alabama. Treasury agent Casey Corbyn is ordered by fellow employee Randy Moreno to summon Breeze, who now works as a handyman, and whose brother Will is a meteorologist, to fix the generator at a cash storage facility. While she is out of the facility, rogue Treasury agents, led by Connor Perkins, infiltrate the facility and hold employee Moreno hostage..",5.1,19495,"Action,Adventure,Crime"
tt5084170,Mugen no jûnin,"1,520",,140,Movie,Japan,Japanese,"Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.","Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.",6.8,15930,"Action,Drama,Fantasy"
tt2358913,Berserk: Ougon jidai-hen III - Kourin,"1,521",,110,Movie,Japan,Japanese,A year has passed since Guts parted ways with Griffith. The Band of the Hawk is plotting a rescue mission to save Griffith who is confined to prison.,"A year has passed since Guts parted ways with Griffith. The Band of the Hawks is plotting a rescue mission to save Griffith who is confined to prison. One night, a group of assassins attack the band, and a bloody battle for survival begins. Just as things are beginning to look grim for them, Guts reappears and saves them. Guts rejoins his friends and embarks on a mission to save Griffith, however. —Sddq.Shahid",7.9,8791,"Action,Adventure,Animation"
tt12877640,A Classic Horror Story,"1,522",,95,Movie,Italy,Italian,"Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere.... Read all","Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they discover is the home of a spine-chilling cult.",,,"Drama,Horror,Thriller"
tt13055780,A California Christmas,"1,523",,106,Movie,United States of America,English,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.","With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",5.8,6793,"Comedy,Drama,Romance"
tt7322210,The Eddy,"1,524",8,\N,TV Mini Series,United Kingdom,French,A French club owner deals with the everyday chaos of running a live music venue in the heart of Paris.,A French club owner deals with the everyday chaos of running a live music venue in the heart of Paris.,7.2,2561,"Drama,Musical"
tt3155342,All Together Now,"1,525",,92,Movie,United States of America,English,An optimistic high schooler with musical aspirations must learn to accept help from her friends to overcome her personal hardships and fulfill her dreams.,"Amber Appleton (Auli'i Cravalho) remains an optimist even when her personal life is far less stable than it appears on the surface. A musically gifted high school student with aspirations to attend Carnegie Mellon, Amber balances her beloved high school drama club helmed by Mr. Franks (Fred Armisen) with working long hours at a donut shop to help support herself and her down-on-her-luck single mom (Justina Machado). She also spends time at the local retirement community, giving care and attention to her favorite pessimistic resident (Carol Burnett). When new obstacles present themselves that threaten her dreams, Amber must learn to lean on the strength of her chosen family to move forward. —Netflix",6.5,3357,Drama
tt9850952,Medical Police,"1,526",10,242,TV Series,United States of America,English,"Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.","Two American physicians in São Paulo, Brazil, discover a civilization-threatening virus and are recruited as government agents in a race against time and around the world to find a cure and uncover a dark conspiracy.",6,3656,Comedy
tt12846096,Eitin Eogein,"1,527",16,70,TV Series,South Korea,Korean,A 37-year-old man on the verge of being divorced from his wife suddenly finds himself inside his 18-year-old body. He starts living a new life under a new name to get closer to his children and protect them.,A 37-year-old man on the verge of being divorced from his wife suddenly finds himself inside his 18-year-old body. He starts living a new life under a new name to get closer to his children and protect them.,8.3,885,"Comedy,Fantasy,Romance"
tt13275052,Dive Club,"1,528",12,\N,TV Series,Australia,English,It follows a feisty group of teen divers who race to find their best friend when she disappears after a storm hits their small coastal town.,It follows a feisty group of teen divers who race to find their best friend when she disappears after a storm hits their small coastal town.,,,"Drama,Family,Mystery"
tt10238792,Bombay Begums,"1,529",6,50,TV Series,India,Hindi,"Set in contemporary urban India, five women, across generations, wrestle with desire, ethics, personal crises and vulnerabilities to own their ambition.","Five women across generations wrestle with desire, ethics, personal crises and vulnerabilities to own their ambition, in contemporary urban India. As glass ceilings are shattered, and hearts are broken, difficult choices have to be made. And as each woman strives to find her own truth, they find in each other an unexpected understanding, and the sliver of a bond. —Moviespie.com",4.9,3456,Drama
tt10551256,Age of Samurai: Battle for Japan,"1,530",6,\N,TV Mini Series,United States of America,Korean,An exploration of the warring kingdoms of feudal Japan when several powerful warlords fought to become absolute ruler.,An exploration of the warring kingdoms of feudal Japan when several powerful warlords fought to become absolute ruler.,7.4,2975,"Action,Adventure,Documentary"
tt7420342,Killerman,"1,531",,112,Movie,United States of America,English,"Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money.",Moe Diamond is a New York City money launderer who wakes up with no memory and millions of dollars in stolen cash and drugs. He must soon scour the streets in search of answers while trying to dodge a crew of violent and crooked cops.,5.3,3728,"Action,Crime,Thriller"
tt1821480,Kahaani,"1,532",,122,Movie,India,Hindi,"A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.","Kolkata is abuzz with the preparations for the annual Durga Puja festival, as seven months pregnant Vidya Bagchi steps off the airplane from London. Her first stop is the local police station to file a missing person report. Weeks ago, her husband Arnab arrived in India for a job assignment. The first two weeks, they talked daily on the phone, and then without explanation, his calls stopped. Everywhere Vidya turns, no one can remember Arnab. There is no trace of him at the guest house or his workplace. But Vidya will not give up her search. Somewhere in Kolkata she will discover the dangerous truth. —L. Hamre",8.1,58997,"Mystery,Thriller"
tt6083648,Looking Glass,"1,533",,103,Movie,Canada,English,"A couple buy a desert motel where they find that strange, mysterious events occur.","A psycho- sexual thriller following a couple that buys an old motel in the desert looking for a new beginning, but what seemed at first as an escape is soon a thrilling ride through a mysterious world when Ray discovers a two way mirror and witnesses a horrifying murder. In a twisted game of cat and mouse, Ray must race to save his wife and himself from a gruesome secret connected to the motel and the strange people who visit there. —AnonymousB",4.6,6005,"Mystery,Thriller"
tt1625724,Love/Hate,"1,534",28,51,TV Series,Ireland,English,"The story of the organized crime scene of Dublin is revealed, centered on Darren, who wants to stay out of trouble but ends up returning to his old habits and his old gang.","LOVE/HATE is a gritty crime drama based on Dublin's criminal underworld. It depicts the drug addiction, squalor and violence of organised crime that has grown in post-boom Ireland. Darren Treacy (Robert Sheehan) returns to Dublin from Spain, spending time there while trying to avoid the Garda in Ireland for gun possession. Darren's brother Robbie is released from Cloverhill prison. While waiting to be collected, Robbie is shot outside a newsagents in a drive by shooting. Catastrophic events ignite tension among the drug gang, and family, friends and the community must live with the consequences. —Octagon Films",8.5,6273,"Crime,Drama"
tt9056818,Last Breath,"1,535",,90,Movie,United Kingdom,English,A deep sea diver is stranded on the seabed with 5 minutes of oxygen and no hope of rescue. With access to amazing archive this is the story of one man's impossible fight for survival.,A deep sea diver is stranded on the seabed with 5 minutes of oxygen and no hope of rescue. With access to amazing archive this is the story of one man's impossible fight for survival.,7.7,4374,Documentary
